Order_ID,Region,Product,Demand,Inventory,Lead_Time,Transport_Cost,Warehouse_Capacity,Warehouse_Utilization,On_Time_Delivery
1082,North,Grocery,486,488,4,579,1428,52,1
1083,East,Electronics,460,474,8,3975,1132,52,1
1084,South,Apparel,374,43,13,209,829,48,0
1085,East,Apparel,148,427,3,4148,1400,74,0
1086,West,Grocery,378,459,11,811,718,91,0
1087,East,Apparel,265,475,6,2480,1222,75,1
1088,West,Electronics,331,156,9,560,1401,65,1
1089,West,Apparel,343,102,1,3278,1974,62,0
1090,South,Apparel,385,404,13,3815,1495,89,0
1091,North,Apparel,425,378,9,3158,1819,74,1
1092,East,Grocery,255,355,14,484,1826,55,0
1093,East,Electronics,98,491,8,4486,1511,82,1
1094,South,Electronics,359,42,7,1708,1086,43,1
1095,North,Electronics,331,370,12,2780,663,75,0
1096,South,Electronics,175,564,3,3908,560,65,1
1097,East,Grocery,50,592,13,2474,927,95,0
1098,East,Apparel,369,547,1,2539,1156,76,1
1099,East,Electronics,122,283,7,3026,1394,83,0
1100,West,Apparel,398,109,5,575,1373,46,1
1101,East,Apparel,412,116,9,1900,1112,91,1
1102,South,Apparel,67,286,12,497,1934,59,0
1103,West,Apparel,439,156,11,974,1495,71,0
1104,North,Grocery,493,47,10,1625,1665,64,1
1105,North,Apparel,448,172,6,2288,922,79,0
1106,South,Electronics,103,408,6,4066,1362,93,1
1107,North,Electronics,216,254,5,1054,1718,95,1
1108,North,Electronics,496,533,14,449,1748,93,0
1109,East,Apparel,342,174,6,2553,1397,96,0
1110,North,Apparel,321,285,14,4741,708,53,0
1111,South,Apparel,121,142,11,1444,1781,76,0
1112,North,Electronics,368,315,5,1308,1627,94,1
1113,West,Electronics,104,38,1,4086,607,95,1
1114,South,Electronics,479,546,7,200,776,70,1
1115,South,Apparel,457,504,10,349,1101,88,1
1116,East,Apparel,425,489,5,4709,1231,45,0
1117,North,Apparel,418,153,5,3836,1273,57,1
1118,West,Apparel,408,37,11,900,1015,45,0
1119,East,Grocery,433,387,11,4057,732,72,0
1120,West,Grocery,207,283,3,695,554,75,1
1121,South,Apparel,428,98,13,4424,1428,72,0
1122,West,Electronics,413,320,1,3771,909,86,1
1123,West,Grocery,440,423,7,4132,862,64,1
1124,West,Grocery,215,56,12,4712,842,78,0
1125,South,Apparel,325,443,13,1770,1101,76,0
1126,South,Apparel,129,348,2,707,1964,95,1
1127,East,Electronics,429,309,11,2934,1762,89,0
1128,North,Grocery,469,363,2,1992,1193,66,1
1129,East,Apparel,318,35,8,1835,845,97,1
1130,North,Grocery,69,242,2,1290,944,94,0
1131,North,Apparel,365,463,6,2891,976,80,0
1132,East,Grocery,381,53,13,801,1407,78,0
1133,South,Electronics,260,394,10,586,1190,52,1
1134,West,Apparel,494,154,12,3628,970,74,0
1135,North,Apparel,262,454,6,4483,668,93,0
1136,East,Apparel,92,500,6,3867,1011,69,1
1137,North,Electronics,120,593,11,1808,1143,43,0
1138,South,Apparel,114,409,5,3457,1091,81,0
1139,North,Apparel,400,458,14,2603,1089,59,0
1140,East,Apparel,271,66,1,4543,1553,63,1
1141,West,Electronics,217,483,10,994,603,40,1
1142,East,Apparel,355,316,1,4332,744,78,1
1143,North,Apparel,149,161,14,3084,780,50,0
1144,North,Electronics,476,117,11,4761,1168,96,0
1145,East,Grocery,486,491,2,1660,1700,74,0
1146,West,Electronics,113,342,10,2001,1178,54,0
1147,West,Grocery,332,493,2,1390,846,41,1
1148,West,Grocery,250,190,1,2285,1408,71,1
1149,South,Apparel,346,463,6,4077,728,71,1
1150,West,Apparel,58,378,2,2042,1051,67,1
1151,South,Electronics,475,288,7,3474,1404,79,0
1152,South,Electronics,216,76,14,1381,1734,71,0
1153,East,Apparel,316,445,5,2551,1349,63,1
1154,South,Apparel,122,509,9,1996,1229,91,1
1155,North,Electronics,459,419,12,1862,1687,72,0
1156,East,Grocery,101,540,12,4806,863,72,0
1157,North,Grocery,328,543,4,4716,1221,64,1
1158,South,Apparel,124,270,12,298,826,46,0
1159,West,Electronics,422,517,6,2190,773,43,1
1160,West,Apparel,205,299,14,2077,1889,50,0
1161,East,Grocery,112,46,8,2877,769,71,0
1162,South,Apparel,202,293,13,1886,1452,68,0
1163,West,Apparel,168,259,11,2755,621,43,0
1164,South,Grocery,344,38,12,4934,552,75,0
1165,South,Electronics,51,537,5,3379,1824,52,1
1166,West,Apparel,412,128,11,2530,1528,72,0
1167,East,Apparel,188,183,2,2950,1255,59,1
1168,North,Apparel,404,520,2,2068,1791,50,0
1169,East,Electronics,326,122,8,4142,1847,44,1
1170,South,Apparel,499,185,14,4767,916,87,0
1171,East,Apparel,384,242,12,3688,540,85,0
1172,North,Grocery,89,316,4,1664,638,46,1
1173,West,Apparel,390,329,6,3017,1793,51,0
1174,West,Apparel,379,195,9,3643,1076,66,1
1175,North,Grocery,129,55,7,3807,1334,80,0
1176,West,Grocery,427,150,14,1841,1250,70,0
1177,North,Electronics,418,450,11,3906,649,63,0
1178,West,Grocery,451,77,4,1717,975,62,1
1179,East,Electronics,187,308,2,2709,1654,72,1
1180,West,Grocery,176,456,6,355,1702,55,1
1181,West,Electronics,333,30,6,3724,1330,45,1
1182,East,Apparel,136,471,10,1628,1657,60,1
1183,North,Grocery,402,31,2,2745,982,55,1
1184,North,Grocery,431,55,8,4229,1019,71,1
1185,North,Apparel,275,231,1,3848,1051,92,0
1186,West,Electronics,83,483,9,720,1741,85,1
1187,North,Grocery,174,483,12,1886,1206,95,0
1188,East,Grocery,489,373,6,2575,1461,46,1
1189,East,Grocery,489,382,11,1344,686,82,0
1190,East,Grocery,79,200,1,1908,1451,62,1
1191,East,Apparel,448,481,4,2516,914,86,1
1192,North,Apparel,133,88,2,4733,876,43,1
1193,South,Apparel,134,281,14,4666,513,46,0
1194,South,Grocery,499,476,2,3879,1619,44,1
1195,South,Apparel,142,180,5,3722,630,52,1
1196,East,Grocery,221,152,13,620,1336,62,0
1197,North,Apparel,222,92,12,2581,1238,48,0
1198,North,Apparel,485,162,1,4574,1954,94,0
1199,South,Grocery,149,92,9,4002,1458,91,1
1200,East,Electronics,300,198,6,3141,1527,85,1
1201,West,Apparel,66,538,9,3693,1774,50,1
1202,North,Grocery,310,511,11,4227,1386,74,0
1203,South,Grocery,201,114,5,3516,1251,44,0
1204,West,Electronics,250,265,13,4574,1604,40,0
1205,East,Electronics,440,591,14,2364,1379,92,0
1206,East,Apparel,189,409,6,758,685,66,0
1207,West,Apparel,146,505,6,3125,1730,99,0
1208,West,Apparel,205,549,11,3605,1419,63,0
1209,East,Grocery,122,310,10,2085,1499,95,0
1210,North,Electronics,334,285,11,2832,1814,46,0
1211,South,Grocery,80,547,5,3949,1552,88,1
1212,West,Electronics,259,357,12,1258,1515,94,0
1213,South,Electronics,203,243,8,1588,854,73,1
1214,West,Apparel,197,341,8,513,1183,73,1
1215,East,Grocery,310,509,8,1901,553,76,1
1216,West,Grocery,393,348,12,4771,1464,41,0
1217,North,Grocery,388,103,10,1542,800,68,1
1218,North,Electronics,426,444,4,1539,618,96,0
1219,South,Electronics,127,597,12,2765,1067,92,0
1220,South,Grocery,493,302,5,219,1046,56,1
1221,East,Electronics,231,49,7,2693,507,60,1
1222,South,Electronics,173,216,3,3130,1807,47,1
1223,South,Apparel,75,313,13,894,1100,95,0
1224,South,Grocery,91,135,11,4672,923,66,0
1225,North,Apparel,399,260,6,3645,1803,47,1
1226,North,Electronics,413,261,12,2167,1469,40,0
1227,South,Grocery,67,127,6,1309,1203,43,1
1228,South,Apparel,313,209,10,4917,569,40,0
1229,North,Electronics,253,172,3,1228,1218,56,1
1230,North,Apparel,167,110,4,2290,1016,50,1
1231,West,Apparel,265,250,1,1011,1688,60,1
1232,East,Electronics,144,461,9,1707,1571,68,1
1233,East,Grocery,465,498,3,3754,1434,73,1
1234,East,Grocery,412,492,6,1318,1335,94,1
1235,South,Electronics,425,458,11,2005,1154,93,0
1236,West,Grocery,184,309,10,1844,1894,61,0
1237,East,Apparel,86,442,9,908,1292,61,0
1238,West,Electronics,154,64,8,1187,524,43,1
1239,South,Apparel,166,139,14,731,1183,49,0
1240,South,Grocery,218,267,7,2241,1795,50,1
1241,East,Apparel,325,486,11,763,1657,85,0
1242,North,Electronics,145,587,13,4721,1856,77,0
1243,North,Apparel,217,526,10,1583,703,81,1
1244,East,Electronics,196,420,4,2221,1100,88,0
1245,West,Apparel,391,259,10,4140,1498,41,0
1246,West,Electronics,388,320,10,3968,892,73,1
1247,East,Grocery,71,344,12,1140,887,75,0
1248,West,Electronics,383,155,2,4848,1128,96,0
1249,North,Apparel,416,289,10,1706,1528,59,0
1250,South,Grocery,465,235,10,614,1130,78,0
1251,West,Electronics,330,492,5,3642,854,59,0
1252,West,Apparel,275,312,9,4466,1837,98,1
1253,South,Electronics,68,158,5,2508,914,90,1
1254,East,Electronics,256,216,8,4886,936,85,0
1255,East,Apparel,380,355,1,3100,1312,99,0
1256,West,Apparel,427,455,10,3037,1899,66,1
1257,West,Apparel,395,568,4,2906,1598,68,1
1258,East,Electronics,281,598,3,818,1698,57,1
1259,East,Grocery,265,199,2,4015,1747,85,1
1260,East,Apparel,375,35,3,4485,1385,94,1
1261,South,Apparel,273,320,8,467,1305,59,0
1262,East,Apparel,51,415,5,4201,645,74,1
1263,East,Grocery,457,331,9,3037,1358,54,0
1264,East,Apparel,191,381,13,4958,1505,57,0
1265,South,Apparel,307,230,8,4303,1982,56,0
1266,East,Grocery,288,497,1,2153,1659,52,1
1267,South,Electronics,477,61,14,594,776,57,0
1268,East,Grocery,53,268,8,2738,621,63,1
1269,East,Grocery,145,30,2,3676,1951,65,1
1270,West,Grocery,264,252,13,3478,1444,96,0
1271,West,Apparel,222,234,4,686,1171,98,0
1272,South,Grocery,260,405,10,2459,1664,46,1
1273,East,Electronics,492,125,9,3413,1696,69,1
1274,East,Electronics,247,587,11,3953,538,43,0
1275,South,Apparel,471,42,7,3036,1631,40,0
1276,North,Electronics,166,406,9,2155,1735,58,1
1277,North,Grocery,317,519,4,878,1623,62,1
1278,North,Electronics,117,320,14,1654,1834,85,0
1279,North,Grocery,190,478,9,1046,523,49,0
1280,North,Electronics,140,389,5,1497,928,75,0
1281,South,Apparel,313,55,11,4336,1994,55,0
1282,West,Grocery,292,531,9,548,972,66,1
1283,South,Electronics,441,112,9,2092,1738,67,1
1284,East,Apparel,60,233,7,2978,1837,67,1
1285,North,Electronics,197,538,1,4179,1187,86,0
1286,East,Electronics,260,245,11,3529,1980,43,0
1287,South,Grocery,373,411,9,2258,1123,42,0
1288,West,Grocery,295,230,11,523,1759,63,0
1289,West,Apparel,344,477,2,2111,658,77,0
1290,East,Apparel,192,489,4,1669,1179,61,1
1291,South,Grocery,281,157,14,3828,963,95,0
1292,East,Electronics,247,38,4,4211,1967,87,1
1293,West,Electronics,349,238,10,2807,1840,82,0
1294,East,Apparel,180,432,1,2522,1432,92,1
1295,North,Apparel,123,283,13,457,1176,71,0
1296,West,Grocery,57,234,4,2716,997,74,1
1297,North,Grocery,129,65,14,3907,932,82,0
1298,South,Electronics,374,327,8,1676,1768,87,1
1299,South,Grocery,338,311,10,841,1770,40,0
1300,West,Grocery,179,122,7,2940,1198,83,1
1301,North,Electronics,205,294,7,4176,1013,55,1
1302,East,Electronics,93,512,8,3935,771,71,1
1303,West,Apparel,122,194,5,3470,637,51,1
1304,North,Grocery,99,522,12,1904,706,44,0
1305,South,Electronics,459,123,1,1295,1668,85,1
1306,North,Grocery,111,114,2,4018,529,84,1
1307,West,Grocery,328,531,4,1848,756,47,1
1308,West,Electronics,125,88,4,2744,1932,68,1
1309,North,Grocery,158,84,7,1911,1495,72,1
1310,North,Grocery,447,77,1,2551,1940,90,1
1311,East,Apparel,212,204,11,2745,1776,61,0
1312,North,Electronics,261,374,7,3071,1883,75,0
1313,South,Apparel,436,525,10,4673,632,86,1
1314,West,Electronics,52,182,6,945,607,82,0
1315,East,Grocery,313,500,7,1717,677,54,1
1316,North,Electronics,234,109,14,1590,1941,49,0
1317,North,Grocery,314,427,10,4096,1535,48,0
1318,West,Apparel,62,473,10,1405,544,97,1
1319,West,Apparel,472,439,10,4137,808,58,1
1320,North,Apparel,244,312,12,1084,1939,81,0
1321,East,Electronics,218,178,7,4728,1486,65,1
1322,South,Grocery,256,65,1,582,1615,88,1
1323,South,Apparel,171,245,11,1166,1315,58,0
1324,South,Apparel,77,140,6,4604,1924,89,1
1325,North,Electronics,460,289,3,380,886,91,1
1326,South,Electronics,162,385,10,4098,634,86,1
1327,East,Electronics,412,354,12,713,1234,97,0
1328,North,Grocery,355,248,10,215,730,94,1
1329,South,Apparel,68,52,8,894,575,43,0
1330,North,Grocery,336,503,2,4403,1092,76,1
1331,West,Apparel,166,197,1,3891,1086,86,0
1332,North,Apparel,321,290,7,2196,1881,75,1
1333,East,Apparel,226,43,12,692,1308,67,0
1334,South,Electronics,124,170,8,4941,1901,64,1
1335,South,Grocery,140,519,2,4979,1425,79,1
1336,West,Grocery,208,314,5,237,1404,84,1
1337,North,Electronics,219,417,9,785,629,40,0
1338,South,Electronics,165,274,6,1402,1016,74,1
1339,North,Apparel,266,135,1,3559,1177,74,0
1340,East,Electronics,53,382,9,4980,1081,53,1
1341,South,Apparel,422,102,12,4821,1583,81,0
1342,West,Grocery,207,151,5,4086,1955,71,1
1343,West,Apparel,303,133,11,236,1670,96,0
1344,East,Grocery,191,97,11,3087,1940,45,0
1345,West,Electronics,429,229,3,2934,930,46,0
1346,South,Apparel,204,552,14,402,1887,50,0
1347,East,Electronics,417,54,11,4442,1792,81,0
1348,East,Grocery,449,564,5,3651,1761,84,1
1349,South,Electronics,104,200,5,3317,785,46,1
1350,West,Apparel,417,290,14,1327,1670,59,0
1351,East,Electronics,349,403,10,3993,851,89,1
1352,West,Grocery,155,352,13,4166,1788,69,0
1353,South,Apparel,181,196,14,4494,544,55,0
1354,South,Grocery,220,263,3,2276,1061,90,1
1355,South,Apparel,239,511,14,3122,1823,55,0
1356,West,Electronics,448,216,1,4833,1167,56,1
1357,East,Apparel,455,371,10,369,1225,69,1
1358,North,Apparel,124,243,5,935,1427,56,1
1359,South,Electronics,417,299,14,1272,578,95,0
1360,North,Apparel,441,548,9,2986,1392,74,1
1361,North,Apparel,199,199,12,836,926,81,0
1362,West,Electronics,72,458,9,925,610,87,1
1363,West,Grocery,472,359,6,3927,589,86,1
1364,North,Grocery,471,161,14,2933,1300,46,0
1365,West,Electronics,132,435,7,648,1952,85,0
1366,East,Grocery,120,149,8,4810,928,91,1
1367,North,Grocery,82,438,1,2891,765,60,1
1368,West,Grocery,441,462,14,2636,1956,79,0
1369,North,Electronics,123,315,3,964,1035,47,0
1370,North,Electronics,449,319,4,4685,1768,59,1
1371,East,Apparel,379,447,5,2265,1957,60,0
1372,West,Electronics,239,86,5,4142,1781,73,1
1373,South,Grocery,396,515,2,3619,628,46,1
1374,South,Grocery,434,576,7,1860,1997,95,0
1375,North,Apparel,325,458,8,4766,1068,95,1
1376,East,Grocery,374,107,14,477,791,61,0
1377,South,Grocery,172,548,7,334,1188,56,1
1378,South,Grocery,373,543,1,873,1101,44,0
1379,West,Apparel,167,196,2,1100,1539,41,1
1380,East,Electronics,388,474,3,3069,1926,90,1
1381,West,Grocery,290,119,9,1439,1552,68,1
1382,East,Grocery,134,149,5,592,862,60,1
1383,South,Apparel,345,116,14,4978,565,81,0
1384,North,Grocery,89,79,7,2766,514,65,1
1385,South,Apparel,154,176,14,3706,1513,41,0
1386,East,Electronics,130,299,13,3552,1505,93,0
1387,West,Apparel,84,421,6,856,1061,91,1
1388,West,Electronics,180,450,4,4313,1903,84,0
1389,North,Electronics,272,476,7,3589,1667,91,0
1390,West,Grocery,173,370,4,3957,928,69,1
1391,South,Grocery,168,61,9,2907,1030,93,1
1392,East,Grocery,192,431,7,2869,1416,53,1
1393,West,Grocery,277,327,1,1681,1036,77,0
1394,East,Grocery,188,279,4,1312,610,40,0
1395,West,Electronics,284,514,11,1760,1250,71,0
1396,West,Apparel,354,302,11,2507,720,40,0
1397,East,Apparel,494,500,6,1230,1373,56,1
1398,South,Apparel,88,517,3,495,1901,44,1
1399,East,Grocery,121,197,7,4246,690,50,1
1400,North,Electronics,401,504,14,335,1350,93,0
1401,East,Electronics,175,298,6,1411,1624,42,1
1402,West,Apparel,259,336,14,4267,657,45,0
1403,East,Apparel,172,74,1,2586,1488,87,1
1404,North,Electronics,352,155,1,2174,1016,52,1
1405,South,Grocery,429,489,6,1724,1587,85,0
1406,West,Electronics,73,151,13,2192,1680,67,0
1407,North,Grocery,219,557,8,2276,951,48,0
1408,North,Electronics,421,344,10,1261,1551,92,1
1409,West,Apparel,59,582,13,2680,1822,86,0
1410,North,Electronics,199,327,12,1465,1917,63,0
1411,South,Apparel,348,586,7,1671,1924,81,0
1412,South,Electronics,422,199,10,3528,1317,80,0
1413,East,Grocery,160,113,8,4727,1392,93,1
1414,South,Electronics,256,228,9,3722,1128,61,1
1415,South,Electronics,385,563,2,1226,936,63,1
1416,North,Electronics,223,46,5,2429,1133,82,1
1417,East,Electronics,455,378,8,4183,1567,89,0
1418,South,Apparel,173,276,3,1883,1172,57,1
1419,North,Grocery,219,429,9,210,1804,82,1
1420,South,Grocery,405,282,8,3389,1933,55,0
1421,South,Grocery,264,163,9,842,704,45,1
1422,West,Grocery,460,423,10,3455,753,80,0
1423,North,Electronics,104,583,4,968,984,48,1
1424,North,Electronics,235,578,14,1850,749,49,0
1425,North,Apparel,436,383,12,4056,1085,77,0
1426,East,Grocery,258,506,13,3617,523,58,0
1427,East,Grocery,203,205,13,4061,1224,69,0
1428,East,Electronics,64,519,6,1708,1312,49,1
1429,West,Grocery,475,32,11,1820,1808,93,0
1430,North,Grocery,51,344,7,1050,1491,82,1
1431,West,Grocery,83,83,13,3129,1208,67,0
1432,East,Grocery,402,137,14,1416,810,99,0
1433,East,Apparel,112,446,4,1241,1831,84,1
1434,South,Electronics,473,217,3,4535,1800,60,0
1435,South,Grocery,272,442,1,2537,600,79,1
1436,North,Grocery,406,308,7,795,1617,83,0
1437,East,Electronics,407,263,4,3593,1075,69,1
1438,North,Electronics,197,55,10,824,907,89,1
1439,East,Grocery,293,448,14,2313,1699,60,0
1440,North,Grocery,459,338,2,3067,1092,75,1
1441,East,Apparel,257,398,8,2286,793,76,1
1442,East,Grocery,449,126,5,4201,1418,85,0
1443,East,Electronics,447,415,13,2890,1165,76,0
1444,North,Apparel,485,310,9,4804,1237,59,1
1445,North,Electronics,436,316,9,2270,1786,67,1
1446,West,Grocery,155,574,5,3256,1798,84,1
1447,East,Apparel,264,526,12,1011,1805,48,0
1448,West,Electronics,442,189,10,315,1066,74,0
1449,North,Apparel,166,122,13,4700,1363,52,0
1450,East,Apparel,121,80,14,4246,724,49,0
1451,West,Grocery,256,55,9,1651,1640,45,0
1452,West,Electronics,317,262,11,718,599,59,0
1453,West,Apparel,140,495,2,407,540,83,0
1454,East,Electronics,325,35,10,289,602,54,0
1455,North,Grocery,333,222,10,3291,1285,52,1
1456,West,Electronics,391,232,5,4376,1516,75,1
1457,North,Grocery,444,553,12,3808,1351,86,0
1458,South,Grocery,54,177,11,1575,988,82,0
1459,East,Apparel,136,284,6,3622,831,42,0
1460,East,Grocery,262,433,14,2104,692,69,0
1461,North,Grocery,206,429,4,3206,1645,40,1
1462,South,Electronics,168,516,5,3292,1439,72,0
1463,North,Grocery,94,458,14,4230,1246,59,0
1464,East,Electronics,129,288,14,1828,1140,71,0
1465,West,Apparel,100,176,11,785,824,63,0
1466,West,Grocery,401,202,10,3040,879,77,1
1467,South,Grocery,233,588,11,930,937,68,0
1468,East,Grocery,296,451,4,427,1855,71,0
1469,North,Electronics,457,505,7,2102,1813,89,1
1470,North,Grocery,293,382,7,1261,1973,54,1
1471,West,Grocery,377,595,1,1075,806,77,1
1472,East,Grocery,135,335,11,3778,703,73,0
1473,West,Electronics,345,183,4,3028,1922,98,1
1474,West,Electronics,65,236,10,3458,1365,42,0
1475,North,Apparel,263,40,6,3962,1561,93,1
1476,West,Grocery,499,30,13,1322,1681,97,0
1477,South,Apparel,365,287,12,1292,1046,54,0
1478,North,Apparel,276,85,2,1616,1054,95,1
1479,South,Electronics,312,154,8,4314,1719,91,0
1480,North,Apparel,465,69,11,2466,784,62,0
1481,East,Apparel,489,168,2,4973,958,56,1
1482,North,Electronics,257,202,11,2864,1579,67,0
1483,West,Grocery,121,37,5,927,854,88,1
1484,South,Grocery,85,202,13,3911,1341,99,0
1485,South,Grocery,269,232,10,3993,1957,55,1
1486,East,Grocery,480,307,5,533,909,51,1
1487,East,Grocery,99,462,14,455,530,53,0
1488,East,Apparel,337,294,14,1312,750,92,0
1489,North,Grocery,228,404,12,1186,519,45,0
1490,West,Electronics,361,269,6,3623,1523,86,1
1491,South,Apparel,389,166,6,864,1516,49,1
1492,South,Apparel,171,368,4,338,1367,85,1
1493,West,Grocery,368,162,8,2451,1901,89,0
1494,North,Apparel,180,288,11,487,583,43,0
1495,East,Apparel,248,430,2,862,1254,50,0
1496,West,Grocery,160,225,2,2530,1065,72,1
1497,West,Electronics,284,164,1,2159,1277,86,0
1498,East,Apparel,67,161,7,3100,1101,74,1
1499,South,Apparel,491,140,12,2566,962,70,0
1500,East,Electronics,249,478,9,575,1750,58,0
1501,East,Apparel,326,256,8,4871,1102,43,1
1502,South,Electronics,264,180,8,3407,1918,78,1
1503,East,Electronics,202,203,14,3178,1574,79,0
1504,East,Grocery,307,207,3,780,612,75,0
1505,South,Electronics,178,395,5,378,695,62,1
1506,South,Grocery,306,345,12,1003,1834,83,0
1507,West,Grocery,238,217,4,645,1454,57,0
1508,East,Grocery,243,154,6,3000,1098,84,1
1509,West,Apparel,141,118,13,3033,1994,63,0
1510,West,Grocery,274,250,1,2413,1672,95,1
1511,East,Grocery,170,206,6,3851,505,48,1
1512,East,Electronics,245,169,3,1496,1327,47,1
1513,West,Electronics,321,467,6,3568,1136,97,1
1514,West,Electronics,50,254,2,4084,1062,44,1
1515,East,Grocery,124,246,10,4366,1976,98,1
1516,East,Grocery,271,371,6,4731,1401,63,1
1517,West,Electronics,216,393,3,1897,1709,84,1
1518,North,Electronics,340,218,4,251,1071,74,1
1519,West,Electronics,286,155,11,4014,812,60,0
1520,North,Apparel,312,489,5,1571,1818,85,1
1521,North,Apparel,233,435,6,4697,1745,64,1
1522,East,Grocery,368,580,5,400,1088,52,0
1523,North,Electronics,377,331,5,1439,1409,52,0
1524,East,Electronics,113,46,4,3552,591,82,1
1525,West,Electronics,490,417,8,292,798,44,1
1526,West,Apparel,241,529,4,3949,938,67,1
1527,West,Electronics,212,583,10,3464,1681,80,0
1528,South,Grocery,302,452,10,4111,764,70,0
1529,West,Grocery,183,61,13,393,1950,81,0
1530,North,Electronics,496,168,7,3649,1445,80,1
1531,South,Electronics,264,538,7,4686,1029,78,1
1532,North,Electronics,91,230,11,4533,1884,45,0
1533,North,Grocery,493,594,5,1297,1409,91,1
1534,East,Electronics,167,293,12,4315,1207,69,0
1535,West,Apparel,67,276,10,2057,1295,82,1
1536,West,Grocery,370,271,8,2559,702,98,0
1537,South,Electronics,296,273,12,2328,1418,40,0
1538,West,Grocery,118,557,7,3966,1640,78,1
1539,East,Grocery,416,471,6,2958,1611,62,1
1540,North,Grocery,288,519,3,4858,1900,47,1
1541,South,Electronics,370,561,6,4165,1417,86,0
1542,South,Apparel,184,342,8,3059,1463,65,0
1543,North,Electronics,439,524,2,562,1953,75,0
1544,West,Electronics,308,138,13,4939,1341,63,0
1545,South,Apparel,236,72,6,1351,1181,68,1
1546,East,Grocery,255,163,2,4067,1880,44,1
1547,North,Grocery,81,361,14,2885,1324,46,0
1548,East,Electronics,185,56,4,3705,766,75,0
1549,West,Electronics,150,339,14,1821,1076,92,0
1550,South,Grocery,240,432,10,4550,895,86,1
1551,South,Grocery,231,108,11,1689,1765,63,0
1552,South,Electronics,82,196,2,2529,1187,76,0
1553,West,Grocery,87,89,13,3866,1148,65,0
1554,East,Grocery,415,484,1,2347,531,97,0
1555,East,Electronics,205,523,12,4064,1481,97,0
1556,West,Electronics,273,591,3,3183,718,51,1
1557,North,Apparel,246,270,11,2555,1829,56,0
1558,West,Apparel,305,391,13,927,1210,46,0
1559,West,Grocery,230,304,4,1122,840,99,1
1560,South,Apparel,447,224,9,2441,1439,69,0
1561,South,Grocery,340,528,7,3656,1626,81,1
1562,South,Electronics,441,598,4,4212,1056,56,1
1563,East,Apparel,136,94,5,1818,613,89,1
1564,South,Electronics,268,418,10,456,1890,87,1
1565,South,Grocery,411,567,6,3611,1194,53,1
1566,North,Electronics,473,126,14,976,1401,73,0
1567,North,Electronics,72,377,9,3599,904,81,1
1568,East,Electronics,195,323,5,3939,1837,93,1
1569,North,Apparel,365,492,7,4050,1063,69,1
1570,East,Grocery,80,152,10,3884,1723,44,1
1571,West,Grocery,69,47,3,3762,1487,96,0
1572,North,Electronics,52,48,10,4669,796,90,0
1573,North,Electronics,395,52,14,1933,1195,51,0
1574,North,Electronics,486,54,6,1403,651,65,1
1575,North,Electronics,71,474,8,4291,886,53,0
1576,South,Electronics,258,424,14,2312,503,51,0
1577,West,Grocery,302,150,14,4281,1384,70,0
1578,South,Apparel,370,447,13,605,1104,99,0
1579,South,Grocery,385,326,11,1072,1452,81,0
1580,West,Apparel,233,34,8,2298,1130,42,0
1581,South,Apparel,73,115,3,1705,1303,83,1
1582,North,Apparel,339,393,13,526,1612,60,0
1583,South,Apparel,322,446,8,3102,724,44,1
1584,South,Apparel,447,96,1,2016,1772,65,1
1585,West,Electronics,486,176,1,1341,1932,56,0
1586,North,Grocery,90,334,12,3679,1592,60,0
1587,East,Apparel,171,585,13,482,1633,89,0
1588,North,Grocery,228,566,6,3993,1584,88,1
1589,West,Apparel,134,593,6,524,1880,76,1
1590,West,Grocery,193,176,2,1920,789,59,1
1591,North,Grocery,137,257,3,4030,841,81,1
1592,East,Grocery,62,514,3,1507,1606,44,1
1593,South,Electronics,278,79,4,4659,630,60,1
1594,South,Grocery,388,579,4,4935,796,56,0
1595,North,Apparel,327,303,2,4404,1161,93,1
1596,South,Electronics,420,475,10,1437,1510,61,1
1597,North,Electronics,366,89,2,1534,669,41,1
1598,North,Apparel,55,261,8,3972,1207,56,1
1599,West,Grocery,82,539,11,2170,1142,61,0
1600,South,Grocery,236,554,12,2322,912,40,0
1601,South,Electronics,50,450,13,1659,582,91,0
1602,West,Electronics,291,565,4,1699,1349,99,1
1603,South,Apparel,310,440,8,3312,1699,60,1
1604,North,Apparel,441,449,6,3885,1645,99,1
1605,South,Grocery,350,568,1,3176,551,54,1
1606,South,Electronics,71,447,13,3560,573,96,0
1607,North,Grocery,120,486,3,738,657,47,1
1608,South,Electronics,96,156,10,4639,1007,88,1
1609,East,Apparel,124,167,6,3173,1527,74,0
1610,West,Grocery,85,225,10,3509,814,82,1
1611,West,Grocery,349,572,11,1177,1599,76,0
1612,West,Apparel,91,272,3,1388,1242,48,0
1613,East,Electronics,90,299,13,4333,526,44,0
1614,East,Apparel,394,411,14,3397,718,67,0
1615,South,Grocery,400,532,5,2152,599,64,1
1616,South,Grocery,137,141,11,2320,1681,91,0
1617,South,Electronics,370,504,9,3649,1086,97,0
1618,West,Grocery,143,355,10,4499,786,45,1
1619,East,Electronics,446,374,11,2440,1894,96,0
1620,South,Apparel,488,438,7,2726,845,43,1
1621,North,Electronics,192,316,12,1082,1730,96,0
1622,East,Apparel,73,579,8,3031,1188,69,1
1623,East,Electronics,292,466,4,1567,529,43,1
1624,South,Apparel,380,67,4,3808,1026,40,1
1625,West,Grocery,202,67,10,2864,731,89,1
1626,North,Apparel,294,196,1,2711,966,74,1
1627,North,Grocery,207,545,2,4959,1545,58,1
